building,point,view
wainscott,149,3
mifflinburg,349,0
ranchester,1359,3
klickitat,846,5
stockman,713,3
coffeen,871,5
lindenwood,1889,8
merom,704,1
lindenwood,2464,5
beechwood,472,1
leonardo,518,13
pinesdale,109,1
leonardo,1636,4
hanson,519,4
tolstoy,1365,4
lakeville,731,2
lindenwood,1976,6
shelbyville,2231,6
woodbine,915,2
lindenwood,2670,4
ranchester,503,6
klickitat,233,8
lakeville,1791,1
wainscott,1799,9
wainscott,1453,6
woodbine,1670,1
coffeen,132,0
wainscott,596,6
leonardo,1731,5
shelbyville,632,14
leonardo,761,1
woodbine,1763,16
newfields,84,0
lindenwood,1187,5
stockman,205,1
pinesdale,1390,5
lindenwood,1672,1
klickitat,3,2
allensville,239,9
marstons,1105,5
merom,1089,5
wainscott,325,9
ranchester,12,2
pomaria,1023,2
newfields,1481,1
woodbine,1363,1
stockman,929,0
stockman,648,1
pomaria,609,15
tolstoy,283,4
wainscott,942,5
klickitat,214,3
lakeville,1214,9
leonardo,236,7
tolstoy,591,2
pinesdale,1286,3
pinesdale,793,3
shelbyville,846,12
pinesdale,1468,4
hiteman,1077,8
lakeville,561,4
benevolence,288,5
forkland,853,1
woodbine,892,14
mifflinburg,189,3
tolstoy,43,3
newfields,102,3
onaga,348,1
newfields,144,2
hiteman,307,2
marstons,2212,2
lakeville,658,2
merom,1072,9
shelbyville,1723,1
woodbine,550,3
wainscott,1332,9
hiteman,127,2
ranchester,1367,4
forkland,448,3
klickitat,2308,2
hanson,396,5
klickitat,779,4
hanson,1604,7
hiteman,1461,7
benevolence,463,0
benevolence,623,6
tolstoy,294,6
tolstoy,1172,6
tolstoy,1029,4
hanson,1039,1
allensville,136,2
klickitat,1197,5
pinesdale,814,4
mifflinburg,73,2
pinesdale,1387,5
wainscott,905,0
lakeville,1841,4
ranchester,177,7
pomaria,493,2
klickitat,298,8
wainscott,542,4
beechwood,144,2
woodbine,1297,5
leonardo,1087,6
newfields,1079,5
pomaria,1196,10
shelbyville,2358,17
klickitat,147,0
hiteman,167,3
hiteman,37,4
forkland,901,1
stockman,226,1
coffeen,163,3
coffeen,383,5
cosmos,51,3
shelbyville,2334,13
ranchester,1613,0
hanson,482,9
hiteman,1136,1
ranchester,1009,3
pomaria,827,1
forkland,646,3
lakeville,1609,2
klickitat,876,5
stockman,913,2
leonardo,856,0
onaga,3,1
lindenwood,1852,2
mifflinburg,213,4
newfields,1454,0
cosmos,419,3
stockman,979,0
marstons,1059,8
shelbyville,1946,1
woodbine,1632,0
shelbyville,61,1
forkland,137,5
lindenwood,805,2
lakeville,1211,12
shelbyville,1569,3
newfields,516,13
shelbyville,2353,4
newfields,1351,5
lakeville,288,2
woodbine,1859,6
leonardo,1465,6
lakeville,1806,8
lindenwood,1056,2
shelbyville,2388,7
woodbine,1827,3
beechwood,69,1
pomaria,21,6
leonardo,1931,12
forkland,1065,3
shelbyville,368,3
cosmos,442,0
onaga,517,7
coffeen,353,2
tolstoy,501,0
ranchester,1173,2
ranchester,1167,3
merom,62,3
shelbyville,1037,3
pinesdale,870,0
ranchester,1314,1
onaga,185,0
shelbyville,1254,1
benevolence,751,7
hanson,1652,0
lindenwood,672,6
newfields,1249,0
marstons,841,8
beechwood,361,4
woodbine,1491,2
shelbyville,1858,10
lindenwood,819,16
pinesdale,623,0
hiteman,878,1
woodbine,1787,0
leonardo,367,1
shelbyville,841,9
mifflinburg,570,3
leonardo,306,0
merom,399,2
leonardo,775,1
newfields,203,9
stockman,1089,5
ranchester,1179,1
marstons,1465,9
woodbine,718,5
forkland,1097,6
pomaria,754,0
lindenwood,2583,1
marstons,2011,1
wainscott,69,0
ranchester,1112,4
pomaria,581,5
woodbine,115,5
hanson,783,2
hiteman,155,4
marstons,175,0
pomaria,899,1
lakeville,1589,5
leonardo,142,2
pinesdale,1226,4
woodbine,1899,3
lindenwood,81,1
coffeen,191,0
stockman,1350,5
tolstoy,1116,5
lindenwood,2027,4
shelbyville,142,3
marstons,203,0
shelbyville,372,2
pinesdale,1227,2
merom,832,9
pinesdale,1052,2
wainscott,59,4
lakeville,935,2
merom,391,1
ranchester,251,1
lakeville,1775,0
hiteman,1834,11
allensville,442,1
shelbyville,1637,6
cosmos,703,9
marstons,1122,2
shelbyville,545,0
klickitat,1503,3
hanson,878,4
woodbine,307,2
newfields,718,5
ranchester,660,15
hiteman,1487,10
tolstoy,1512,9
ranchester,1189,1
tolstoy,978,1
beechwood,371,3
shelbyville,2147,2
marstons,2556,4
klickitat,1872,11
lindenwood,671,6
leonardo,1298,0
pomaria,155,6
hiteman,280,5
shelbyville,2055,2
wainscott,55,1
shelbyville,1852,4
newfields,954,0
lakeville,328,2
hanson,115,5
newfields,435,16
coffeen,207,2
coffeen,147,3
allensville,173,3
klickitat,1967,7
wainscott,987,5
tolstoy,1079,3
mifflinburg,92,2
lakeville,570,0
woodbine,1827,5
hanson,956,5
beechwood,1150,0
klickitat,971,5
klickitat,2056,9
coffeen,690,11
newfields,1501,2
shelbyville,1445,0
pomaria,451,1
ranchester,980,2
lakeville,786,11
wainscott,1041,2
newfields,303,3
marstons,895,4
pinesdale,1031,1
merom,249,6
tolstoy,1160,1
lakeville,1545,10
lakeville,302,3
klickitat,128,2
klickitat,1506,3
woodbine,1159,17
lindenwood,2455,2
newfields,1088,19
marstons,1432,8
wainscott,1014,0
leonardo,1784,3
marstons,2518,2
tolstoy,1125,2
cosmos,476,1
woodbine,1640,6
merom,809,10
hanson,131,8
ranchester,863,7
cosmos,340,1
hanson,1170,18
marstons,2101,12
hiteman,699,5
lindenwood,526,4
hanson,178,4
stockman,1095,2
marstons,2357,3
wainscott,990,4
lindenwood,2083,6
wainscott,1191,10
coffeen,640,7
mifflinburg,282,2
klickitat,1766,5
lakeville,106,12
hanson,373,4
hanson,1527,2
hanson,1439,0
tolstoy,384,2
newfields,1192,1
lakeville,1518,1
shelbyville,735,1
lakeville,386,2
pomaria,972,2
beechwood,618,6
marstons,752,8
shelbyville,2085,9
ranchester,896,8
lakeville,1497,3
onaga,595,0
klickitat,1296,0
mifflinburg,162,8
lindenwood,2197,3
lindenwood,982,6
tolstoy,1304,4
pomaria,1530,0
hanson,646,0
leonardo,404,8
newfields,575,0
coffeen,231,2
hanson,394,7
pomaria,1556,6
pomaria,778,5
merom,929,0
marstons,1575,0
newfields,1245,2
ranchester,920,1
tolstoy,1018,2
shelbyville,426,2
coffeen,674,3
klickitat,1534,2
mifflinburg,413,6
marstons,1544,8
beechwood,975,4
leonardo,168,1
beechwood,801,8
leonardo,1022,3
stockman,1108,4
ranchester,1094,1
lakeville,1473,1
woodbine,698,0
shelbyville,2755,2
woodbine,1610,5
cosmos,52,1
tolstoy,1295,6
shelbyville,328,9
pinesdale,489,1
pinesdale,899,4
lindenwood,2017,9
ranchester,820,6
coffeen,1454,5
woodbine,1254,3
shelbyville,2233,5
woodbine,1956,1
pomaria,38,2
wainscott,237,4
lindenwood,71,4
shelbyville,1263,1
newfields,1190,4
wainscott,835,3
leonardo,992,5
mifflinburg,692,3
tolstoy,375,4
marstons,2126,4
hanson,601,0
ranchester,1076,3
merom,712,0
lakeville,1261,2
leonardo,992,10
shelbyville,2559,10
newfields,120,11
lakeville,1671,6
klickitat,1270,6
shelbyville,279,8
shelbyville,1083,5
wainscott,1297,5
stockman,757,0
forkland,1119,3
shelbyville,1548,7
stockman,595,3
cosmos,978,2
pomaria,738,5
lindenwood,147,3
shelbyville,1284,5
pinesdale,1267,6
cosmos,985,6
klickitat,1960,5
newfields,42,0
leonardo,1051,9
marstons,139,7
allensville,101,0
leonardo,339,5
wainscott,215,3
wainscott,269,3
tolstoy,1747,6
shelbyville,751,2
ranchester,1035,3
shelbyville,487,6
newfields,1295,9
mifflinburg,254,1
shelbyville,2563,8
woodbine,1314,5
pomaria,1486,7
cosmos,1015,2
stockman,308,1
pomaria,655,2
ranchester,947,2
hiteman,1510,10
coffeen,422,1
lindenwood,346,5
leonardo,1319,3
newfields,93,3
pomaria,1352,8
mifflinburg,661,2
lakeville,1668,4
coffeen,730,1
stockman,295,0
pomaria,149,3
pinesdale,1395,1
ranchester,744,5
merom,572,1
shelbyville,2329,2
lindenwood,1580,6
woodbine,1436,6
klickitat,148,24
leonardo,1174,2
hanson,704,2
stockman,614,6
stockman,689,5
coffeen,1390,8
klickitat,2236,2
wainscott,1243,0
hanson,1082,11
tolstoy,1083,0
hiteman,1488,8
marstons,2611,1
allensville,211,3
pinesdale,596,8
allensville,167,1
marstons,1160,6
klickitat,844,0
pomaria,157,0
leonardo,1252,2
marstons,685,7
klickitat,369,3
cosmos,735,2
hiteman,1358,4
tolstoy,1505,4
leonardo,442,6
marstons,1589,2
marstons,976,2
hiteman,67,1
woodbine,1677,6
pomaria,343,3
marstons,84,5
tolstoy,1671,1
coffeen,1007,0
leonardo,1870,4
forkland,900,10
ranchester,695,0
leonardo,29,10
forkland,1156,4
pomaria,474,9
leonardo,1908,4
pinesdale,32,11
lakeville,1597,3
wainscott,37,0
shelbyville,1290,0
marstons,2596,2
pinesdale,243,4
lakeville,106,0
woodbine,1083,3
beechwood,59,3
lindenwood,1021,10
mifflinburg,368,0
marstons,652,2
hanson,1318,6
lindenwood,1193,8
lindenwood,1503,7
beechwood,1128,2
pomaria,193,0
marstons,425,5
shelbyville,2685,5
lindenwood,2527,6
shelbyville,1917,0
klickitat,119,9
cosmos,904,2
leonardo,2082,5
coffeen,415,2
tolstoy,861,1
newfields,688,2
wainscott,394,11
tolstoy,238,2
pomaria,1176,11
shelbyville,313,2
shelbyville,2444,5
lindenwood,1261,1
pomaria,1002,4
lindenwood,242,6
tolstoy,1205,3
woodbine,1427,3
lindenwood,177,7
coffeen,890,6
leonardo,1813,5
marstons,2528,1
hiteman,1211,3
ranchester,792,19
mifflinburg,531,7
hiteman,975,5
klickitat,17,3
klickitat,684,8
hanson,963,6
lakeville,95,3
ranchester,258,4
shelbyville,1589,7
cosmos,150,1
ranchester,1313,7
pinesdale,768,5
tolstoy,1548,4
shelbyville,254,1
pinesdale,170,2
coffeen,1200,0
woodbine,1570,0
klickitat,648,1
leonardo,1129,1
shelbyville,404,8
lindenwood,311,0
lakeville,197,0
shelbyville,2398,3
woodbine,343,12
shelbyville,2053,12
marstons,555,8
leonardo,250,11
shelbyville,2179,3
shelbyville,2133,12
lindenwood,883,6
beechwood,591,1
pomaria,746,2
wainscott,953,3
forkland,1156,2
marstons,1466,1
shelbyville,2289,4
newfields,231,0
shelbyville,2659,1
lakeville,1167,2
woodbine,2031,6
pomaria,883,4
beechwood,623,5
hiteman,1702,3
hanson,529,0
pinesdale,163,3
shelbyville,1560,0
newfields,1517,0
shelbyville,552,2
hiteman,952,1
merom,208,4
hiteman,196,8
klickitat,389,12
stockman,788,4
leonardo,1978,9
lindenwood,620,5
beechwood,986,1
cosmos,947,2
pomaria,1179,18
wainscott,1242,3
stockman,894,0
cosmos,215,13
tolstoy,794,5
woodbine,647,7
newfields,42,11
leonardo,1958,4
hiteman,1140,1
woodbine,1320,5
tolstoy,236,9
woodbine,795,15
klickitat,1984,12
wainscott,280,2
shelbyville,1393,4
leonardo,1047,2
lakeville,707,0
klickitat,100,4
leonardo,1798,2
cosmos,311,5
lakeville,35,0
marstons,543,2
hanson,673,2
tolstoy,982,4
woodbine,1460,2
wainscott,1721,1
klickitat,769,1
hanson,1543,0
newfields,1275,1
shelbyville,601,2
lindenwood,1890,2
cosmos,260,2
leonardo,905,4
lindenwood,1361,2
wainscott,1698,7
marstons,659,18
forkland,634,2
shelbyville,1004,3
hiteman,194,3
leonardo,1490,8
marstons,1614,0
hiteman,561,2
pomaria,1582,1
pinesdale,711,11
newfields,1327,5
beechwood,576,1
leonardo,1565,9
newfields,1055,1
hanson,170,13
hiteman,1716,5
marstons,910,10
wainscott,549,4
newfields,47,7
tolstoy,919,11
marstons,2423,4
ranchester,634,1
ranchester,1351,0
tolstoy,212,0
lindenwood,910,2
cosmos,195,3
cosmos,524,10
pomaria,217,8
marstons,1007,1
klickitat,1777,7
tolstoy,543,4
tolstoy,1292,1
wainscott,1567,6
stockman,1607,5
lakeville,15,3
shelbyville,1849,10
tolstoy,1016,4
lakeville,875,1
newfields,824,0
leonardo,1614,1
pomaria,1343,1
mifflinburg,89,4
pomaria,474,7
cosmos,704,6
woodbine,876,6
tolstoy,929,0
lindenwood,1111,4
newfields,839,0
newfields,1269,2
ranchester,555,10
allensville,410,4
lindenwood,396,2
onaga,608,5
klickitat,1257,4
mifflinburg,884,3
beechwood,302,6
mifflinburg,870,5
wainscott,1572,3
newfields,108,0
pomaria,460,3
tolstoy,1017,8
stockman,1532,0
pomaria,1267,1
shelbyville,438,17
marstons,298,6
lakeville,117,5
hanson,192,0
hanson,1194,5
lakeville,1045,5
forkland,1013,0
beechwood,169,3
lakeville,427,1
lindenwood,2336,3
klickitat,2301,2
leonardo,220,1
forkland,511,11
newfields,24,2
klickitat,1304,0
stockman,83,12
marstons,1788,1
stockman,662,2
benevolence,335,3
klickitat,68,2
ranchester,1285,0
pomaria,42,8
hanson,1547,9
marstons,822,9
hanson,1449,11
klickitat,1410,9
merom,535,1
hanson,1379,11
klickitat,303,9
ranchester,915,7
woodbine,1270,2
shelbyville,685,6
merom,1112,2
klickitat,2366,6
klickitat,889,4
hanson,323,9
benevolence,462,1
coffeen,1412,3
ranchester,156,3
pomaria,577,2
onaga,578,2
hanson,888,10
newfields,11,0
marstons,1829,7
tolstoy,463,2
klickitat,33,10
tolstoy,1263,10
hiteman,18,4
klickitat,1478,1
shelbyville,1247,3
hanson,678,6
hiteman,1142,9
lakeville,1725,2
lakeville,1284,7
pinesdale,1172,3
klickitat,2279,8
cosmos,1035,3
leonardo,1798,3
shelbyville,246,2
woodbine,1342,3
hiteman,688,1
stockman,1438,1
woodbine,240,6
marstons,875,4
marstons,474,11
hanson,901,11
marstons,1548,2
leonardo,378,4
tolstoy,366,5
leonardo,1047,0
shelbyville,1002,9
shelbyville,2453,0
shelbyville,950,2
shelbyville,1023,6
beechwood,605,0
woodbine,1868,1
shelbyville,146,1
stockman,514,3
marstons,1807,0
pinesdale,1001,3
ranchester,262,9
leonardo,992,12
cosmos,595,7
marstons,1130,7
lindenwood,1109,0
hiteman,472,3
beechwood,907,3
cosmos,566,0
shelbyville,1168,3
wainscott,1346,6
shelbyville,2458,13
hanson,1346,16
lakeville,215,3
mifflinburg,912,1
wainscott,1523,0
merom,938,3
leonardo,855,1
marstons,1774,13
woodbine,393,13
pinesdale,1496,8
wainscott,62,5
pinesdale,38,6
klickitat,1076,7
klickitat,549,3
newfields,1376,1
merom,779,7
woodbine,1655,8
hiteman,100,4
tolstoy,1406,4
leonardo,1411,13
klickitat,688,7
lakeville,848,1
shelbyville,2815,5
stockman,1142,1
stockman,830,1
wainscott,985,13
woodbine,1967,2
pinesdale,1359,5
woodbine,181,2
lakeville,647,11
pomaria,96,1
pomaria,42,0
shelbyville,928,8
shelbyville,2495,0
ranchester,1302,2
marstons,104,3
hiteman,256,6
shelbyville,273,10
lakeville,877,1
coffeen,237,4
shelbyville,1304,11
leonardo,1666,1
onaga,331,3
wainscott,734,2
leonardo,1219,3
coffeen,609,3
shelbyville,1187,6
cosmos,595,11
ranchester,163,6
shelbyville,648,11
klickitat,488,13
wainscott,639,7
shelbyville,1163,2
klickitat,1306,5
stockman,717,2
wainscott,362,3
tolstoy,954,1
forkland,139,6
pomaria,845,5
pomaria,267,6
beechwood,656,2
klickitat,408,3
merom,1119,4
lindenwood,1261,0
shelbyville,184,0
marstons,48,9
marstons,627,5
hanson,410,12
woodbine,1232,7
lindenwood,109,3
onaga,131,1
hiteman,75,13
leonardo,735,0
ranchester,1375,6
wainscott,1023,4
ranchester,982,4
beechwood,1031,10
newfields,1136,0
wainscott,443,4
ranchester,507,4
hanson,1417,5
leonardo,1453,0
pomaria,492,8
hiteman,350,3
leonardo,604,1
forkland,887,2
wainscott,330,3
beechwood,1028,1
hanson,92,2
lakeville,492,6
cosmos,355,2
pinesdale,1359,0
tolstoy,942,4
shelbyville,1678,7
pinesdale,929,16
leonardo,830,3
onaga,249,2
wainscott,227,3
lakeville,501,0
beechwood,887,2
klickitat,1861,2
tolstoy,1324,10
lakeville,1587,1
coffeen,500,1
hanson,1484,1
shelbyville,2688,7
tolstoy,94,3
marstons,1154,1
newfields,723,8
leonardo,750,0
forkland,1064,2
leonardo,202,4
klickitat,1919,2
marstons,2104,16
pinesdale,1105,3
wainscott,1043,8
wainscott,1341,3
merom,916,7
wainscott,294,4
tolstoy,134,1
klickitat,878,3
pomaria,1326,7
mifflinburg,309,3
tolstoy,50,0
klickitat,1816,8
lakeville,31,6
leonardo,230,6
mifflinburg,322,2
forkland,611,2
shelbyville,2074,9
leonardo,1602,2
stockman,62,8
mifflinburg,254,2
ranchester,783,0
lakeville,488,1
leonardo,1046,9
pomaria,543,11
hanson,1238,5
woodbine,1248,2
tolstoy,142,1
woodbine,1926,1
lindenwood,536,5
woodbine,1245,4
woodbine,510,9
beechwood,213,0
newfields,545,11
newfields,47,8
lakeville,220,0
lakeville,1306,3
marstons,993,7
pomaria,604,6
beechwood,952,3
ranchester,1255,2
klickitat,494,3
hanson,1540,3
lindenwood,391,4
stockman,991,7
marstons,153,0
allensville,3,2
leonardo,231,3
mifflinburg,113,5
tolstoy,1771,4
coffeen,1431,1
lakeville,1331,4
stockman,1234,2
hanson,1125,4
ranchester,1457,1
allensville,487,4
lindenwood,1704,3
ranchester,397,2
stockman,7,3
wainscott,523,14
lindenwood,658,7
hanson,809,6
hanson,279,5
stockman,1052,3
lindenwood,809,1
ranchester,1551,5
shelbyville,58,0
ranchester,460,0
klickitat,1376,2
stockman,1421,0
lakeville,1270,1
stockman,187,2
cosmos,193,5
lindenwood,740,6
tolstoy,1071,2
newfields,388,6
lindenwood,177,5
woodbine,294,2
klickitat,469,2
marstons,2084,4
lindenwood,2357,3
hiteman,867,2
stockman,535,2
merom,617,0
klickitat,1006,4
merom,756,0
marstons,2267,10
tolstoy,785,12
leonardo,1540,5
pomaria,656,8
lindenwood,2536,6
hanson,1457,1
lakeville,440,5
allensville,518,4
pinesdale,1486,3
hiteman,1147,1
leonardo,1858,10
lakeville,1086,1
hiteman,517,3
beechwood,1077,1
shelbyville,840,1
pinesdale,97,3
leonardo,1161,1
lakeville,1623,0
woodbine,302,6
klickitat,1631,0
pomaria,437,0
wainscott,163,3
wainscott,1280,3
pomaria,1204,3
hiteman,1245,3
marstons,1999,0
pomaria,1055,2
woodbine,565,2
marstons,1262,0
hiteman,812,1
ranchester,598,7
hiteman,1754,4
woodbine,912,4
pomaria,568,3
klickitat,147,14
marstons,2122,3
shelbyville,612,3
klickitat,344,10
marstons,2595,6
woodbine,1832,5
hiteman,840,3
lakeville,796,10
coffeen,1350,3
ranchester,1523,0
leonardo,421,0
merom,90,8
lakeville,1005,6
beechwood,583,2
marstons,2242,1
newfields,27,4
stockman,184,1
hanson,324,1
hanson,1530,8
lakeville,508,3
benevolence,145,2
hanson,1528,6
klickitat,1345,16
ranchester,148,1
hanson,1273,5
woodbine,442,2
leonardo,1164,4
ranchester,1601,0
stockman,429,0
hanson,1058,14
merom,661,0
lindenwood,2056,0
wainscott,1757,5
onaga,494,1
shelbyville,605,10
coffeen,1240,5
shelbyville,878,0
marstons,1868,2
klickitat,2244,0
hanson,1220,8
klickitat,1649,1
marstons,2040,6
forkland,211,3
klickitat,1100,5
lindenwood,238,6
leonardo,799,9
newfields,1610,11
newfields,170,8
tolstoy,223,0
pomaria,1361,1
onaga,471,7
lindenwood,1273,0
wainscott,80,0
newfields,738,2
newfields,1536,1
newfields,1057,0
stockman,466,15
marstons,1225,1
wainscott,551,3
forkland,1159,4
marstons,370,5
cosmos,264,0
shelbyville,1578,4
lakeville,128,5
woodbine,95,12
cosmos,1057,0
beechwood,93,3
shelbyville,40,0
merom,689,2
hiteman,1824,6
forkland,988,9
tolstoy,714,8
onaga,141,2
ranchester,1593,2
leonardo,1257,7
woodbine,818,10
merom,711,6
hiteman,1554,1
shelbyville,2274,1
woodbine,1672,8
pinesdale,420,14
woodbine,285,2
stockman,829,4
wainscott,203,1
hiteman,540,2
tolstoy,66,5
woodbine,686,12
pomaria,1486,3
hiteman,305,2
mifflinburg,932,6
pomaria,549,5
pomaria,1217,0
pomaria,112,8
cosmos,752,6
coffeen,1430,1
woodbine,414,2
lindenwood,2032,11
woodbine,330,4
ranchester,1450,5
onaga,147,6
beechwood,317,1
marstons,310,7
hiteman,847,1
wainscott,1584,8
shelbyville,98,12
hiteman,174,3
lindenwood,1341,0
lakeville,971,3
lakeville,131,3
pinesdale,252,0
pinesdale,1122,8
lakeville,482,2
shelbyville,465,9
woodbine,2037,6
tolstoy,1210,0
woodbine,809,14
klickitat,1123,4
cosmos,940,7
marstons,1929,0
lakeville,1039,3
shelbyville,557,4
marstons,2539,5
klickitat,245,7
cosmos,178,3
mifflinburg,214,0
merom,453,3
newfields,1553,1
beechwood,77,1
pinesdale,1122,4
klickitat,1788,6
pinesdale,724,2
merom,993,2
benevolence,201,5
woodbine,917,5
lindenwood,1226,2
merom,549,2
klickitat,2286,22
shelbyville,666,4
wainscott,353,2
marstons,958,0
ranchester,668,0
klickitat,1781,2
wainscott,827,5
merom,307,9
mifflinburg,429,6
newfields,1106,6
klickitat,1159,10
klickitat,2243,3
tolstoy,1022,0
allensville,168,0
lakeville,1181,10
merom,266,1
tolstoy,1046,0
hiteman,817,2
wainscott,486,0
shelbyville,816,5
marstons,2161,17
ranchester,1066,7
marstons,700,1
hiteman,805,6
klickitat,91,2
klickitat,1152,1
marstons,1695,3
lakeville,393,4
wainscott,1182,0
shelbyville,2078,13
tolstoy,901,8
lindenwood,501,3
lindenwood,152,6
mifflinburg,930,1
marstons,1976,2
merom,270,1
woodbine,334,3
klickitat,1887,3
hiteman,603,3
hanson,843,2
hanson,802,2
woodbine,580,3
klickitat,876,1
pinesdale,897,7
lindenwood,1926,3
lakeville,1829,1
newfields,1112,7
hiteman,546,3
coffeen,1,0
beechwood,15,0
woodbine,1764,7
hanson,1366,0
hanson,1363,14
klickitat,978,1
wainscott,1292,8
marstons,913,9
hiteman,1470,3
woodbine,946,0
mifflinburg,663,2
tolstoy,805,1
marstons,1601,4
beechwood,807,1
mifflinburg,524,9
shelbyville,2286,0
lindenwood,213,4
ranchester,265,6
ranchester,1265,7
klickitat,195,2
shelbyville,2075,1
tolstoy,1686,6
klickitat,1130,4
cosmos,269,7
klickitat,1088,5
wainscott,1626,1
ranchester,273,10
ranchester,1133,2
pomaria,1179,13
lindenwood,2342,1
merom,701,0
marstons,1430,3
ranchester,1187,2
newfields,758,0
forkland,573,2
tolstoy,972,3
cosmos,661,4
tolstoy,1105,3
lakeville,1096,6
marstons,135,0
hiteman,88,2
tolstoy,88,5
klickitat,2155,6
leonardo,128,7
klickitat,2140,5
onaga,255,2
shelbyville,2541,0
coffeen,1510,0
forkland,415,2
woodbine,20,9
leonardo,2093,8
shelbyville,1052,1
leonardo,1819,5
klickitat,413,2
tolstoy,1318,2
woodbine,619,1
tolstoy,960,1
beechwood,1005,2
marstons,518,9
leonardo,1387,11
tolstoy,295,5
pinesdale,1317,0
forkland,150,5
marstons,2070,2
leonardo,1067,0
mifflinburg,22,2
wainscott,1594,7
lakeville,1385,9
hanson,1635,0
tolstoy,1519,0
stockman,1312,5
marstons,826,6
hiteman,581,3
lindenwood,1588,0
wainscott,82,8
leonardo,447,20
leonardo,272,0
tolstoy,837,5
lindenwood,949,9
ranchester,1279,4
lindenwood,1387,9
pinesdale,528,9
klickitat,638,0
hiteman,131,7
pinesdale,822,11
hanson,1432,5
marstons,2363,7
newfields,760,11
klickitat,445,16
lindenwood,1990,4
coffeen,536,1
marstons,230,6
allensville,183,0
shelbyville,2482,7
lindenwood,2626,12
marstons,797,8
pomaria,972,3
pomaria,857,2
shelbyville,2775,0
lakeville,202,4
shelbyville,1465,3
ranchester,1183,1
woodbine,1298,1
woodbine,1003,8
lindenwood,39,2
merom,392,3
tolstoy,55,0
benevolence,62,1
newfields,948,2
woodbine,566,5
pinesdale,248,4
pomaria,547,7
woodbine,1616,0
tolstoy,341,2
allensville,224,0
hanson,1607,2
wainscott,1791,2
benevolence,237,0
marstons,1000,7
lakeville,1424,7
klickitat,471,6
benevolence,264,2
ranchester,698,1
pomaria,409,8
lindenwood,328,7
cosmos,155,4
klickitat,1291,12
tolstoy,1506,2
hanson,404,1
pomaria,755,6
shelbyville,789,2
shelbyville,997,5
lindenwood,237,4
merom,688,1
shelbyville,2482,10
klickitat,368,5
coffeen,535,1
klickitat,2018,2
klickitat,1234,2
hiteman,372,4
leonardo,1986,0
leonardo,1846,1
allensville,366,2
ranchester,591,2
hanson,233,2
merom,1047,0
beechwood,153,6
hanson,1173,8
stockman,664,2
shelbyville,1489,0
mifflinburg,416,0
lindenwood,956,3
woodbine,1158,9
hanson,1633,18
pinesdale,735,1
merom,997,4
lindenwood,1995,2
onaga,312,6
marstons,81,12
shelbyville,962,3
lindenwood,1014,2
pinesdale,459,1
shelbyville,319,2
